Type,Name,Ident,Latitude,Longitude,Elevation,Magnetic Declination,Tags,Description,Region,Visible From,Last Edit,Import Filenam
Location,Perth (Australia),,-31.9508953,115.8626386,49.62618116,,,Footage Locations,,,,
Location,Phoenix (USA),,33.6119173,-112.2694248,1161.661761,,,Footage Locations,,,,
Location,Pike National Forest (USA),,38.9820841,-105.3933033,8383.372017,,,Footage Locations,,,,
Location,Plage de l'Ostriconi - Corsica (France),,42.6408352,9.0382708,704.6415399,,,Footage Locations,,,,
Location,Potash Evaporation Ponds (USA),,38.4874965,-109.6829974,4280.341979,,,Footage Locations,,,,
Location,Pucon (Chile),,-39.2878515,-71.9009494,942.8693417,,,Footage Locations,,,,
Location,Pueblo Viejo mine (Dominican Republic),,18.946554,-70.1849362,863.8680602,,,Footage Locations,,,,
Location,Punta Cana Airport (Dominican Republic),,18.5706163,-68.3450556,18.30637044,,,Footage Locations,,,,
Location,Pyramids of Giza (Egypt),,29.9791591,31.1279144,266.8650905,,,Footage Locations,,,,
Location,Queenstown Airport (New Zealand),,-45.0215371,168.7420453,1117.547038,,,Footage Locations,,,,
Location,Rathen - Elbe (Germany),,50.942132,14.0955294,696.3955859,,,Footage Locations,,,,
Location,Red Sea near Sawakin (Sudan),,18.9231072,37.4153515,0,,,Footage Locations,,,,
Location,Reichenbach (Switzerland),,46.6147855,7.6788792,2372.426587,,,Footage Locations,,,,
Location,Renton Municipal Airport (USA),,47.4922572,-122.2140595,23.36182694,,,Footage Locations,,,,
Location,Richat Structure (Mauritania),,21.1310766,-11.3937748,1401.73078,,,Footage Locations,,,,
Location,Rio de Janeiro (Brazil),,-22.9362915,-43.1926108,155.6244722,,,Footage Locations,,,,
Location,Rio de Janeiro Galeao Airport (Brazil),,-22.8162401,-43.2630561,1.217036442,,,Footage Locations,,,,
Location,Rockland Knox County Regional Airport,,44.0623942,-69.1172868,42.88496132,,,Footage Locations,,,,
Location,Rom (Italy),,41.8871651,12.4765646,49.2870667,,,Footage Locations,,,,
Location,Rouen (France),,49.4351414,1.0887917,27.3646998,,,Footage Locations,,,,
Location,Saba Juancho Airport (Netherlands),,17.6471471,-63.2199649,30.34944394,,,Footage Locations,,,,
Location,Sad Hill (Spain),,41.9911662,-3.4114968,3858.198555,,,Footage Locations,,,,
Location,Saint Etienne-de-Baigorry (France),,43.1896679,-1.3626166,1566.494068,,,Footage Locations,,,,
Location,Salzburg (Austria),,47.7965078,13.0479817,1485.588442,,,Footage Locations,,,,
Location,San Diego (USA),,32.7092189,-117.1585013,19.78565921,,,Footage Locations,,,,
Location,San Francisco (USA),,37.8246385,-122.4086233,-70.3228137,,,Footage Locations,,,,
Location,San Francisco Airport (USA),,37.6117154,-122.3833935,7.184448435,,,Footage Locations,,,,
Location,San Francisco Bay salt ponds (USA),,37.5057173,-122.0602036,12.2859241,,,Footage Locations,,,,
Location,Sandpoint (USA),,48.2402345,-116.643774,2450.353546,,,Footage Locations,,,,
Location,Sant Antoni de Portmany Ibiza (Spain),,38.9952302,1.2969881,134.2210412,,,Footage Locations,,,,
Location,Santa Clarita (USA),,34.4389422,-118.5532235,1188.569695,,,Footage Locations,,,,
Location,Santa Rosa (USA),,38.5356433,-122.8223328,112.8153825,,,Footage Locations,,,,
Location,Sao Paulo (Brazil),,-23.3939316,-46.4156134,2634.892986,,,Footage Locations,,,,
Location,SDCCU Stadium - San Diego (USA),,32.7856515,-117.1239191,88.98309807,,,Footage Locations,,,,
Location,Seattle (USA),,47.5454519,-122.337957,10.00012188,,,Footage Locations,,,,
Location,Seattle Harbor (USA),,47.5880487,-122.395935,15.98839423,,,Footage Locations,,,,
Location,Seattle tacoma Int'l Airport (USA),,47.444266,-122.3112049,381.3062374,,,Footage Locations,,,,
Location,Sha Tin (Hong Kong),,22.4079813,114.2289735,209.5981475,,,Footage Locations,,,,
Location,Shanghai (China),,31.2355257,121.5043422,26.63980091,,,Footage Locations,,,,
Location,Sheikh Zayed Mosque Abu Dhabi (UAE),,24.4110972,54.4750777,33.7459545,,,Footage Locations,,,,
Location,Silverstone Circuit (UK),,52.076443,-1.0291548,491.1751291,,,Footage Locations,,,,
Location,Sint Maarten,,18.0204172,-63.1213461,-4.494904129,,,Footage Locations,,,,
Location,Sion (Swizterland),,46.2291921,7.3719343,1616.092343,,,Footage Locations,,,,
Location,Sion Airport (Switzerland),,46.2001053,7.2691775,1561.439844,,,Footage Locations,,,,
Location,Skadur (Pakistan),,35.3533815,75.550412,7318.996554,,,Footage Locations,,,,
Location,Sorde-l'Abbaye (France),,43.5242008,-1.1107733,209.389453,,,Footage Locations,,,,
Location,Soul (South Korea),,37.5956031,126.7920266,25.44351844,,,Footage Locations,,,,
Location,Souraide (France),,43.3169175,-1.4489635,454.7286492,,,Footage Locations,,,,
Location,South of Marrakesh (Morocco),,31.5980779,-7.9169807,1624.93333,,,Footage Locations,,,,
Location,Southampton (UK),,50.8976798,-1.4389231,17.23973669,,,Footage Locations,,,,
Location,Southampton Airport (UK),,50.945077,-1.3599555,32.55495353,,,Footage Locations,,,,
Location,Southeast of Islamabad (Pakistan),,33.495529,72.8586097,1626.453001,,,Footage Locations,,,,
Location,Stone Moutain Atlanta (USA),,33.8140897,-84.1463392,919.0126648,,,Footage Locations,,,,
Location,Strait of Gibraltar (Morocco),,35.870111,-5.5270086,0,,,Footage Locations,,,,
Location,Sulak Canyon (Russia),,42.7769092,46.7365261,1342.92717,,,Footage Locations,,,,
Location,Sunsites (USA),,31.9970262,-109.790095,4201.600617,,,Footage Locations,,,,
Location,Swartberg mountains (South Africa),,-33.2212968,22.0731744,2006.065052,,,Footage Locations,,,,
Location,Sydney (Australia,,-33.868163,151.2350845,15.40386664,,,Footage Locations,,,,
Location,Szombathelyi Airfield (Hungary),,47.2727186,16.6330457,717.4236798,,,Footage Locations,,,,
Location,Taj Mahal (India),,27.1765139,78.0443369,566.3505495,,,Footage Locations,,,,
Location,Tavira (Portugal),,37.1169359,-7.6354821,2.545587741,,,Footage Locations,,,,
Location,Tellirude Peak (USA),,37.9390724,-107.7457353,12391.55406,,,Footage Locations,,,,
Location,Telluride Regional Airport (USA),,37.9538724,-107.902062,9056.006694,,,Footage Locations,,,,
Location,The Chateau de Chambord - Loir-et-Cher (France),,47.6176125,1.5198206,251.5922837,,,Footage Locations,,,,
Location,Thurston Peak (USA),,41.103107,-111.8564536,8993.696365,,,Footage Locations,,,,
Location,Tokyo (Japan),,35.6876901,139.7818097,21.32546,,,Footage Locations,,,,
Location,Tokyo Skytree (Japan),,35.7095832,139.8194095,10.42064831,,,Footage Locations,,,,
Location,Tondimina Niger Delta (Mali),,15.2165054,-3.9000264,888.9022871,,,Footage Locations,,,,
Location,Tongariro National ParkIsland (New Zealand),,-39.3787066,175.5444375,3294.561096,,,Footage Locations,,,,
Location,Toronto (Canada,,43.6188008,-79.3678234,253.4439639,,,Footage Locations,,,,
Location,Torres del Paine (Chile),,-50.9737051,-73.0215718,5999.012336,,,Footage Locations,,,,
Location,Torsa River (Bhutan and India),,26.8981376,89.3780567,2020.03125,,,Footage Locations,,,,
Location,Trisul (India),,30.3283527,79.5067875,9266.533134,,,Footage Locations,,,,
Location,Trout Lake (USA),,45.9993441,-121.5101004,1858.623294,,,Footage Locations,,,,
Location,Tumlingatar Airport (Nepal),,27.3146282,87.1944987,1310.84196,,,Footage Locations,,,,
Location,Union Island (Saint Vincent and the Grenadines),,12.6037015,-61.4076502,-0.066336435,,,Footage Locations,,,,
Location,Vancouver (Canada),,49.2915256,-123.0991518,0,,,Footage Locations,,,,
Location,Vesuvio (italy),,40.7306463,14.3769129,-280.4153762,,,Footage Locations,,,,
Location,Vigo (spain),,42.2036443,-8.742724,97.18305168,,,Footage Locations,,,,
Location,Villa O'Higgins (Chile),,-48.4523797,-72.5952865,885.5622743,,,Footage Locations,,,,
Location,Wallberg (Germany),,47.6580822,11.7821074,4457.074806,,,Footage Locations,,,,
Location,Warsaw Palace of Culture (Poland),,52.2353124,21.0090229,371.1985659,,,Footage Locations,,,,
Location,Washington DC (USA),,38.8845331,-77.0547216,0.131233597,,,Footage Locations,,,,
Location,Wewak Island (Papua New Guinea),,-3.5473915,143.7048021,-22.11291717,,,Footage Locations,,,,
Location,White Sands Missile Range (USA),,32.402871,-106.4353019,4007.974588,,,Footage Locations,,,,
Location,Zurich (Switzerland),,47.3753263,8.5367663,1341.175713,,,Footage Locations,,,,
Location,Zurich  Airport (Switzerland),,47.4459431,8.558734,1378.08296,,,Footage Locations,,,,
