Type,Name,Ident,Latitude,Longitude,Elevation,Magnetic Declination,Tags,Description,Region,Visible From,Last Edit,Import Filenam
Settlement,Denver,,39.7392358,-104.990251,5238.428559,,,City Update 10 - United States 4,,,,
Settlement,Fort Worth,,32.7554883,-97.3307658,617.3815387,,,City Update 10 - United States 4,,,,
Settlement,San Francisco,,37.7749295,-122.4194155,51.04271609,,,City Update 10 - United States 4,,,,
Settlement,Dallas,,32.7792589,-96.80883787,489,,,City Update 10 - United States 4,,,,
Settlement,Honolulu,,21.31018573,-157.8575796,19,,,City Update 10 - United States 4,,,,
