Type,Name,Ident,Latitude,Longitude,Elevation,Magnetic Declination,Tags,Description,Region,Visible From,Last Edit,Import Filename
,Mount Qingcheng and the Dujiangyan Irrigation System,,,,,,,,,,,
,Yungang Grottoes,,,,,,,,,,,
,Three Parallel Rivers of Yunnan Protected Areas,,,,,,,,,,,
,Capital Cities and Tombs of the Ancient Koguryo Kingdom,,,,,,,,,,,
,Historic Centre of Macao,,,,,,,,,,,
,"Sichuan Giant Panda Sanctuaries - Wolong, Mt Siguniang and Jiajin Mountains",,,,,,,,,,,
,Yin Xu,,,,,,,,,,,
,Kaiping Diaolou and Villages,,,,,,,,,,,
,South China Karst,,,,,,,,,,,
,Fujian Tulou,,,,,,,,,,,
,Mount Sanqingshan National Park,,,,,,,,,,,
,Mount Wutai,,,,,,,,,,,
,China Danxia,,,,,,,,,,,
,Historic Monuments of Dengfeng in “The Centre of Heaven and Earth”,,,,,,,,,,,
,West Lake Cultural Landscape of Hangzhou,,,,,,,,,,,
,Chengjiang Fossil Site,,,,,,,,,,,
,Site of Xanadu,,,,,,,,,,,
,Cultural Landscape of Honghe Hani Rice Terraces,,,,,,,,,,,
,Xinjiang Tianshan,,,,,,,,,,,
,Silk Roads: the Routes Network of Chang'an-Tianshan Corridor *,,,,,,,,,,,
,The Grand Canal,,,,,,,,,,,
,Tusi Sites,,,,,,,,,,,
,Hubei Shennongjia,,,,,,,,,,,
,Zuojiang Huashan Rock Art Cultural Landscape,,,,,,,,,,,
,"Kulangsu, a Historic International Settlement",,,,,,,,,,,
,Qinghai Hoh Xil,,,,,,,,,,,
,Fanjingshan,,,,,,,,,,,
,Archaeological Ruins of Liangzhu City,,,,,,,,,,,
,Migratory Bird Sanctuaries along the Coast of Yellow Sea-Bohai Gulf of China,,,,,,,,,,,
,Quanzhou: Emporium of the World in Song-Yuan China,,,,,,,,,,,
,Cultural Landscape of Old Tea Forests of the Jingmai Mountain in Pu’er,,,,,,,,,,,
,Badain Jaran Desert - Towers of Sand and Lakes,,,,,,,,,,,
,Beijing Central Axis: A Building Ensemble Exhibiting the Ideal Order of the Chinese Capital,,,,,,,,,,,
,,,,,,,,,,,,
,Colombia,,,,,,,,,,,
,,,,,,,,,,,,
,"Port, Fortresses and Group of Monuments, Cartagena",,,,,,,,,,,
,Los Katíos National Park,,,,,,,,,,,
,Historic Centre of Santa Cruz de Mompox,,,,,,,,,,,
,National Archeological Park of Tierradentro,,,,,,,,,,,
,San Agustín Archaeological Park,,,,,,,,,,,
,Malpelo Fauna and Flora Sanctuary,,,,,,,,,,,
,Coffee Cultural Landscape of Colombia,,,,,,,,,,,
,"Qhapaq Ñan, Andean Road System *",,,,,,,,,,,
,Chiribiquete National Park – “The Maloca of the Jaguar”,,,,,,,,,,,
,,,,,,,,,,,,
,Congo,,,,,,,,,,,
,,,,,,,,,,,,
,Sangha Trinational *,,,,,,,,,,,
,Forest Massif of Odzala-Kokoua,,,,,,,,,,,
,,,,,,,,,,,,
,Costa Rica,,,,,,,,,,,
,,,,,,,,,,,,
,Talamanca Range-La Amistad Reserves / La Amistad National Park *,,,,,,,,,,,
,Cocos Island National Park,,,,,,,,,,,
,Area de Conservación Guanacaste,,,,,,,,,,,
,Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís,,,,,,,,,,,
,,,,,,,,,,,,
,Côte d'Ivoire,,,,,,,,,,,
,,,,,,,,,,,,
,Mount Nimba Strict Nature Reserve *,,,,,,,,,,,
,Taï National Park,,,,,,,,,,,
,Comoé National Park,,,,,,,,,,,
,Historic Town of Grand-Bassam,,,,,,,,,,,
,Sudanese style mosques in northern Côte d’Ivoire,,,,,,,,,,,
,,,,,,,,,,,,
,Croatia,,,,,,,,,,,
,,,,,,,,,,,,
,Historical Complex of Split with the Palace of Diocletian,,,,,,,,,,,
,Old City of Dubrovnik,,,,,,,,,,,
,Plitvice Lakes National Park #,,,,,,,,,,,
,Episcopal Complex of the Euphrasian Basilica in the Historic Centre of Pore?,,,,,,,,,,,
,Historic City of Trogir,,,,,,,,,,,
,The Cathedral of St James in Šibenik,,,,,,,,,,,
,Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe *,,,,,,,,,,,
,Stari Grad Plain,,,,,,,,,,,
,Ste?ci Medieval Tombstone Graveyards *,,,,,,,,,,,
,Venetian Works of Defence between the 16th and 17th Centuries: Stato da Terra – Western Stato da Mar *,,,,,,,,,,,
,,,,,,,,,,,,
,Cuba,,,,,,,,,,,
,,,,,,,,,,,,
,Old Havana and its Fortification System,,,,,,,,,,,
,Trinidad and the Valley de los Ingenios,,,,,,,,,,,
,"San Pedro de la Roca Castle, Santiago de Cuba",,,,,,,,,,,
,Desembarco del Granma National Park,,,,,,,,,,,
,Viñales Valley,,,,,,,,,,,
,Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba,,,,,,,,,,,
,Alejandro de Humboldt National Park,,,,,,,,,,,
,Urban Historic Centre of Cienfuegos,,,,,,,,,,,
,Historic Centre of Camagüey,,,,,,,,,,,
,,,,,,,,,,,,
,Cyprus,,,,,,,,,,,
,,,,,,,,,,,,
,Paphos,,,,,,,,,,,
,Painted Churches in the Troodos Region,,,,,,,,,,,
,Choirokoitia,,,,,,,,,,,
,,,,,,,,,,,,
,Czechia,,,,,,,,,,,
,,,,,,,,,,,,
,Historic Centre of ?eský Krumlov,,,,,,,,,,,
,Historic Centre of Prague,,,,,,,,,,,
,Historic Centre of Tel?,,,,,,,,,,,
,Pilgrimage Church of St John of Nepomuk at Zelená Hora,,,,,,,,,,,
